stem,snippet_id,compound,class,dose,route,administered,context
henriques2021,22,ibogaine,other,10 mg/kg,,True,".  FIGURE 3 | Effects of conditioning with saline (SAL, i. p.), ethanol (EtOH, 1.8 g/kg, i. p.) or ibogaine (IBO, 10 or "
henriques2021,22,ibogaine,other,30 mg/kg,,True,".  FIGURE 3 | Effects of conditioning with saline (SAL, i. p.), ethanol (EtOH, 1.8 g/kg, i. p.) or ibogaine (IBO, 10 or "
henriques2021,23,saline,vehicle,1.8 g/kg,i.p.,True,"re reported as means ± SEM.  picture-4.png  FIGURE 2 | Effects of conditioning with saline (SAL, i. p.), ethanol (EtOH, "
henriques2021,23,ethanol,comparator,1.8 g/kg,,True,"re reported as means ± SEM.  picture-4.png  FIGURE 2 | Effects of conditioning with saline (SAL, i. p.), ethanol (EtOH, "
henriques2021,23,ibogaine,other,1.8 g/kg,,True,"re reported as means ± SEM.  picture-4.png  FIGURE 2 | Effects of conditioning with saline (SAL, i. p.), ethanol (EtOH, "
henriques2021,24,saline,vehicle,30 mg/kg,i.p.,True,"g  FIGURE 2 | Effects of conditioning with saline (SAL, i. p.), ethanol (EtOH, 1.8 g/kg, i. p.) or ibogaine (IBO, 10 or "
henriques2021,24,ethanol,comparator,1.8 g/kg,i.p.,True,"g  FIGURE 2 | Effects of conditioning with saline (SAL, i. p.), ethanol (EtOH, 1.8 g/kg, i. p.) or ibogaine (IBO, 10 or "
henriques2021,24,ibogaine,other,10 mg/kg,,True,"g  FIGURE 2 | Effects of conditioning with saline (SAL, i. p.), ethanol (EtOH, 1.8 g/kg, i. p.) or ibogaine (IBO, 10 or "
henriques2021,24,ibogaine,other,30 mg/kg,,True,"g  FIGURE 2 | Effects of conditioning with saline (SAL, i. p.), ethanol (EtOH, 1.8 g/kg, i. p.) or ibogaine (IBO, 10 or "
henriques2021,25,saline,vehicle,30 mg/kg,i.p.,True,"quals 24per group) after treatment with saline (SAL, i. p.), vehicle (VEH, oral administration) or ibogaine (IBO, 10 or "
henriques2021,25,vehicle,vehicle,30 mg/kg,p.o.,True,"quals 24per group) after treatment with saline (SAL, i. p.), vehicle (VEH, oral administration) or ibogaine (IBO, 10 or "
henriques2021,25,ibogaine,other,10 mg/kg,,True,"quals 24per group) after treatment with saline (SAL, i. p.), vehicle (VEH, oral administration) or ibogaine (IBO, 10 or "
henriques2021,25,ibogaine,other,30 mg/kg,,True,"quals 24per group) after treatment with saline (SAL, i. p.), vehicle (VEH, oral administration) or ibogaine (IBO, 10 or "
henriques2021,26,vehicle,vehicle,10 mg/kg,p.o.,True,"For 8 days, animals received an oral administration of either Veh (ETH-VEH group, n /equals 24) or IBO at the doses of 1"
henriques2021,26,IBO,other,10 mg/kg,p.o.,True,"For 8 days, animals received an oral administration of either Veh (ETH-VEH group, n /equals 24) or IBO at the doses of 1"
henriques2021,26,IBO,other,30 mg/kg,p.o.,True,"For 8 days, animals received an oral administration of either Veh (ETH-VEH group, n /equals 24) or IBO at the doses of 1"
henriques2021,27,IBO,other,10 mg/kg,p.o.,True,"stration of either Veh (ETH-VEH group, n /equals 24) or IBO at the doses of 10 mg/kg (ETH-IBO10 group, n /equals 24) or "
henriques2021,27,IBO,other,30 mg/kg,p.o.,True,"stration of either Veh (ETH-VEH group, n /equals 24) or IBO at the doses of 10 mg/kg (ETH-IBO10 group, n /equals 24) or "
hernandezleon2024,1,buspirone,comparator,4 mg/kg,p.o.,False,"tractions with distilled water (AQ) or methanol (MeOH) of P. cubensis mushroom or the reference drug buspirone (BUSP 4, "
hernandezleon2024,2,Psilocybe cubensis mushroom,psychedelic,1 mg/kg,p.o.,True,"g/kg, p.o., of the whole P. cubensis mushroom or the polar aqueous (AQ) or methanolic (MeOH) extractions (1, 10, and/or "
hernandezleon2024,2,Psilocybe cubensis mushroom,psychedelic,10 mg/kg,p.o.,True,"g/kg, p.o., of the whole P. cubensis mushroom or the polar aqueous (AQ) or methanolic (MeOH) extractions (1, 10, and/or "
hernandezleon2024,2,Psilocybe cubensis mushroom,psychedelic,100 mg/kg,p.o.,True,"g/kg, p.o., of the whole P. cubensis mushroom or the polar aqueous (AQ) or methanolic (MeOH) extractions (1, 10, and/or "
hernandezleon2024,3,Psilocybe cubensis mushroom extract,psychedelic,1 mg/kg,i.p.,True,"s (AQ) or methanolic (MeOH) extractions (1, 10, and/or 100 mg/kg, i.p.) in comparison to the reference drugs buspirone ("
hernandezleon2024,3,Psilocybe cubensis mushroom extract,psychedelic,10 mg/kg,i.p.,True,"s (AQ) or methanolic (MeOH) extractions (1, 10, and/or 100 mg/kg, i.p.) in comparison to the reference drugs buspirone ("
hernandezleon2024,3,Psilocybe cubensis mushroom extract,psychedelic,100 mg/kg,i.p.,True,"s (AQ) or methanolic (MeOH) extractions (1, 10, and/or 100 mg/kg, i.p.) in comparison to the reference drugs buspirone ("
hernandezleon2024,3,buspirone,comparator,4 mg/kg,i.p.,True,"s (AQ) or methanolic (MeOH) extractions (1, 10, and/or 100 mg/kg, i.p.) in comparison to the reference drugs buspirone ("
hernandezleon2024,4,buspirone,comparator,4 mg/kg,i.p.,True,"er, 1 mL/100 g body weight). Anxiolytic or depressant clinical drugs were used as reference, such as buspirone  (BUSP,  "
hernandezleon2024,5,buspirone,comparator,4 mg/kg,i.p.,True,"c or depressant clinical drugs were used as reference, such as buspirone  (BUSP,  4  mg/kg,  i.p.),  imipramine  (IMI,  "
hernandezleon2024,5,imipramine,comparator,10 mg/kg,i.p.,True,"c or depressant clinical drugs were used as reference, such as buspirone  (BUSP,  4  mg/kg,  i.p.),  imipramine  (IMI,  "
hernandezleon2024,6,buspirone,comparator,4 mg/kg,i.p.,True,"d as reference, such as buspirone  (BUSP,  4  mg/kg,  i.p.),  imipramine  (IMI,  10  mg/kg,  i.p.)  or fluoxetine (FLX, "
hernandezleon2024,6,imipramine,comparator,10 mg/kg,i.p.,True,"d as reference, such as buspirone  (BUSP,  4  mg/kg,  i.p.),  imipramine  (IMI,  10  mg/kg,  i.p.)  or fluoxetine (FLX, "
hernandezleon2024,6,fluoxetine,comparator,10 mg/kg,i.p.,True,"d as reference, such as buspirone  (BUSP,  4  mg/kg,  i.p.),  imipramine  (IMI,  10  mg/kg,  i.p.)  or fluoxetine (FLX, "
hernandezleon2024,7,fluoxetine,comparator,10 mg/kg,i.p.,True,"acts using parenteral (i.p.) or enteral (p.o.) route of administration compared to the reference drugs fluoxetine (FLX, "
hernandezleon2024,8,fluoxetine,comparator,10 mg/kg,i.p.,True,"ral (p.o.) route of administration compared to the reference drugs fluoxetine (FLX, 10 mg/kg, i.p.) or imipramine (IMI, "
hernandezleon2024,8,imipramine,comparator,10 mg/kg,,True,"ral (p.o.) route of administration compared to the reference drugs fluoxetine (FLX, 10 mg/kg, i.p.) or imipramine (IMI, "
hernandezleon2024,9,ketamine,anesthetic_or_analgesic,1 mg/kg,,True,"se antidepressant-like effect in the FST and tail suspension tests, but it facilitated the antidepressant of ketamine (1"
hernandezleon2024,10,Psilocybe cubensis mushroom,psychedelic,100 mg/kg,i.p.,True,"done to explore possible neurotoxic effects at the highest dose tested in the pharmacological experiments (100, i.p. or "
hernandezleon2024,10,Psilocybe cubensis mushroom,psychedelic,100 mg/kg,p.o.,True,"done to explore possible neurotoxic effects at the highest dose tested in the pharmacological experiments (100, i.p. or "
hernandezleon2024,11,Psilocybe cubensis mushroom extract,psychedelic,100 mg/kg,i.p.,True,", and/or 100 mg/kg, i.p.) in comparison to the reference drugs buspirone (4 mg/kg, i.p.), fluoxetine and/or imipramine ("
hernandezleon2024,11,buspirone,comparator,4 mg/kg,i.p.,True,", and/or 100 mg/kg, i.p.) in comparison to the reference drugs buspirone (4 mg/kg, i.p.), fluoxetine and/or imipramine ("
hernandezleon2024,11,fluoxetine,comparator,10 mg/kg,,True,", and/or 100 mg/kg, i.p.) in comparison to the reference drugs buspirone (4 mg/kg, i.p.), fluoxetine and/or imipramine ("
hernandezleon2024,11,imipramine,comparator,10 mg/kg,,True,", and/or 100 mg/kg, i.p.) in comparison to the reference drugs buspirone (4 mg/kg, i.p.), fluoxetine and/or imipramine ("
hernandezleon2024,13,psilocybin,psychedelic,4 mg/kg,,False,"to be 1 -5 g or 10 -50 g of dry or fresh mushrooms, respectively (van Amsterdam et al., 2011). Psilocybin at 4, 8, and 1"
hernandezleon2024,13,psilocybin,psychedelic,8 mg/kg,,False,"to be 1 -5 g or 10 -50 g of dry or fresh mushrooms, respectively (van Amsterdam et al., 2011). Psilocybin at 4, 8, and 1"
hernandezleon2024,14,Psilocybe cubensis mushroom,psychedelic,100 mg/kg,,True,neurotoxic effects were confirmed in mice assayed in the EEG analysis or the rota-rod test using the highest dosage of 1
hernandezleon2024,15,psilocybin,psychedelic,0.3 mg/kg,,False,"m 3 to 6 h (Passie et al., 2002). Interestingly, MDD patients treated with a single psychedelic  dose  of  psilocybin  ("
hernandezleon2024,16,psilocin,psychedelic,1.5 mg/kg,,False,"2A receptor, in part because of the alkaloid psilocybin that is converted into psilocin. Psilocin acute administration ("
hernandezleon2024,17,psilocin,psychedelic,1.5 mg/kg,,False,n part because of the alkaloid psilocybin that is converted into psilocin. Psilocin acute administration (1.5 mg/kg but 
hernandezleon2024,20,Psilocybe cubensis mushroom,psychedelic,2000 mg/kg,,True,"e guidelines of the Organization for Economic Cooperation and Development (OECD, 2002) by including a maximal dosage of "
hernandezleon2024,21,Psilocybe cubensis mushroom,psychedelic,2000 mg/kg,,True,"ls  as recommended in both references. For these experiments, mice (n = 6 per group)  received  a  maximal  dosage  of  "
hernandezleon2024,23,Psilocybe cubensis mushroom,psychedelic,100 mg/kg,i.p.,True,"a baseline for 10 min. After this time, the corresponding treatment was administered to each group (100 mg/ kg, i.p. or "
hernandezleon2024,23,Psilocybe cubensis mushroom,psychedelic,100 mg/kg,p.o.,True,"a baseline for 10 min. After this time, the corresponding treatment was administered to each group (100 mg/ kg, i.p. or "
hernandezleon2024,24,Psilocybe cubensis mushroom extract,psychedelic,1 mg/kg,,True,"ssant-like activity of the polar extracts of the P. cubensis mushroom (Pc) using MeOH and AQ extractions (1, 10, and/or "
hernandezleon2024,24,Psilocybe cubensis mushroom extract,psychedelic,10 mg/kg,,True,"ssant-like activity of the polar extracts of the P. cubensis mushroom (Pc) using MeOH and AQ extractions (1, 10, and/or "
hernandezleon2024,24,Psilocybe cubensis mushroom extract,psychedelic,100 mg/kg,,True,"ssant-like activity of the polar extracts of the P. cubensis mushroom (Pc) using MeOH and AQ extractions (1, 10, and/or "
hernandezleon2024,25,Psilocybe cubensis mushroom extract,psychedelic,1 mg/kg,i.p.,True,"extracts of the P. cubensis mushroom (Pc) using MeOH and AQ extractions (1, 10, and/or 100 mg/ kg,  i.p.)  or  Pc  at  1"
hernandezleon2024,25,Psilocybe cubensis mushroom extract,psychedelic,10 mg/kg,i.p.,True,"extracts of the P. cubensis mushroom (Pc) using MeOH and AQ extractions (1, 10, and/or 100 mg/ kg,  i.p.)  or  Pc  at  1"
hernandezleon2024,25,Psilocybe cubensis mushroom extract,psychedelic,100 mg/kg,i.p.,True,"extracts of the P. cubensis mushroom (Pc) using MeOH and AQ extractions (1, 10, and/or 100 mg/ kg,  i.p.)  or  Pc  at  1"
hernandezleon2024,26,Psilocybe cubensis mushroom extract,psychedelic,1 mg/kg,i.p.,True,"were  explored  in  mice  (n ≥ 7). Anxiolytic-like effects were also evaluated in the open-field test using (1, 10, or 1"
hernandezleon2024,26,Psilocybe cubensis mushroom extract,psychedelic,10 mg/kg,i.p.,True,"were  explored  in  mice  (n ≥ 7). Anxiolytic-like effects were also evaluated in the open-field test using (1, 10, or 1"
hernandezleon2024,26,Psilocybe cubensis mushroom extract,psychedelic,100 mg/kg,i.p.,True,"were  explored  in  mice  (n ≥ 7). Anxiolytic-like effects were also evaluated in the open-field test using (1, 10, or 1"
hernandezleon2024,27,Psilocybe cubensis mushroom extract,psychedelic,1 mg/kg,i.p.,True,"ts were also evaluated in the open-field test using (1, 10, or 100 mg/kg, i.p.), whereas only the significant dosage of "
hernandezleon2024,27,Psilocybe cubensis mushroom extract,psychedelic,10 mg/kg,i.p.,True,"ts were also evaluated in the open-field test using (1, 10, or 100 mg/kg, i.p.), whereas only the significant dosage of "
hernandezleon2024,27,Psilocybe cubensis mushroom extract,psychedelic,100 mg/kg,i.p.,True,"ts were also evaluated in the open-field test using (1, 10, or 100 mg/kg, i.p.), whereas only the significant dosage of "
hernandezleon2024,29,imipramine,comparator,10 mg/kg,i.p.,True,"n number of behaviors in counts ± standard error of the mean (S.E. M) every 5 s for 5 min. IMI (10 mg/kg, i.p) and FLX ("
hernandezleon2024,29,fluoxetine,comparator,10 mg/kg,,True,"n number of behaviors in counts ± standard error of the mean (S.E. M) every 5 s for 5 min. IMI (10 mg/kg, i.p) and FLX ("
hernandezleon2024,32,Psilocybe cubensis mushroom extract,psychedelic,2000 mg/kg,i.p.,True,"ing 2000 mg/kg, i.p. of the P. cubensis AQ extract.  In the spectral power analysis, the complete P. cubensis mushroom ("
hernandezleon2024,33,Psilocybe cubensis mushroom,psychedelic,1000 mg/kg,p.o.,True,"ct.  In the spectral power analysis, the complete P. cubensis mushroom (1000  mg/kg,  p.o.)  and  the  AQ  extraction  ("
hernandezleon2024,33,Psilocybe cubensis mushroom extract,psychedelic,100 mg/kg,,True,"ct.  In the spectral power analysis, the complete P. cubensis mushroom (1000  mg/kg,  p.o.)  and  the  AQ  extraction  ("
hernandezleon2024,36,Psilocybe cubensis mushroom,psychedelic,1000 mg/kg,p.o.,True,"he vehicle group (Fig. 4B).  In the EEG, the complete P. cubensis mushroom (1000 mg/kg, p.o) and  its  AQ  extraction  ("
hernandezleon2024,36,Psilocybe cubensis mushroom extract,psychedelic,100 mg/kg,,True,"he vehicle group (Fig. 4B).  In the EEG, the complete P. cubensis mushroom (1000 mg/kg, p.o) and  its  AQ  extraction  ("
hernandezleon2024,38,Psilocybe cubensis mushroom,psychedelic,1000 mg/kg,,True,"differences were observed in the motor activity of mice receiving treatments of the complete P. cubensis mushroom (Pc, 1"
hernandezleon2024,46,Psilocybe cubensis mushroom,psychedelic,1000 mg/kg,i.p.,True,"Fig. 3. EEG analysis after administration of the complete P. cubensis mushroom (1000 mg/kg, i.p.) and an AQ extraction ("
hernandezleon2024,46,Psilocybe cubensis mushroom extract,psychedelic,100 mg/kg,,True,"Fig. 3. EEG analysis after administration of the complete P. cubensis mushroom (1000 mg/kg, i.p.) and an AQ extraction ("
hernandezleon2024,48,Psilocybe cubensis mushroom,psychedelic,1000 mg/kg,i.p.,True,". Hernandez-Leon et al.  Fig. 4. Effects of the complete P. cubensis mushroom (1000 mg/kg, i.p.) and the AQ extraction ("
hernandezleon2024,48,Psilocybe cubensis mushroom extract,psychedelic,100 mg/kg,,True,". Hernandez-Leon et al.  Fig. 4. Effects of the complete P. cubensis mushroom (1000 mg/kg, i.p.) and the AQ extraction ("
hernandezleon2024,52,Psilocybe cubensis mushroom extract,psychedelic,100 mg/kg,i.p.,True,"y of 3 -6 Hz and theta band in mice receiving the AQ extraction (100 mg/kg, i.p.) or the complete P. cubensis mushroom ("
hernandezleon2024,52,Psilocybe cubensis mushroom,psychedelic,1000 mg/kg,,True,"y of 3 -6 Hz and theta band in mice receiving the AQ extraction (100 mg/kg, i.p.) or the complete P. cubensis mushroom ("
hernandezleon2024,53,buspirone,comparator,4 mg/kg,,True,"f P. cubensis mushroom using parenteral (i.p.) route of administration compared to the reference drug buspirone (BUS 4, "
hernandezleon2024,54,Psilocybe cubensis mushroom extract,psychedelic,10 mg/kg,,False,"t directly related to 5-HT2A receptor activation (Hesselgrave et al., 2021). An alkaloid extract of P. cubensis (10 and "
hesselgrave2021,0,ketanserin,antagonist,2 mg/kg,,True,"mg/kg, i.p.) significantly increased SP compared to values after CMMS, whether animals were pretreated with ketanserin ("
hesselgrave2021,1,saline,vehicle,2 mg/kg,,True,es) with a sampling rate of 3 kHz and bandpass filtering between 1 and 300 Hz. Mice were injected with either saline or 
hesselgrave2021,2,psilocybin,psychedelic,1 mg/kg,i.p.,True,nsecutive days of CMMS (Fig. 1 B and C ). Mice were then given a single intraperitoneal (i.p.) injection of psilocybin (
hesselgrave2021,3,psilocybin,psychedelic,1 mg/kg,,True,"locybin (yellow; P = 0.0012; n = 13), and ketanserin -psilocybin (green; P = 0.0012; n = 7). Treatment with psilocybin ("
hesselgrave2021,4,ketanserin,antagonist,2 mg/kg,,True,"d for psilocybin-induced head twitching (12, 17). We therefore gave stress-susceptible mice an injection of ketanserin ("
hesselgrave2021,5,ketanserin,antagonist,2 mg/kg,i.p.,True,"n (2 mg/kg, i.p.), as shown to be effective in  previous rat behavioral studies (18), followed 1 h later by psilocybin ("
hesselgrave2021,5,psilocybin,psychedelic,1 mg/kg,,True,"n (2 mg/kg, i.p.), as shown to be effective in  previous rat behavioral studies (18), followed 1 h later by psilocybin ("
hesselgrave2021,6,ketanserin,antagonist,2 mg/kg,,True,ration.  Fig. 2. Pretreatment with ketanserin effectively blocks 5-HT2A activation. ( A ) Pretreatment with ketanserin (
hesselgrave2021,7,ketanserin,antagonist,2 mg/kg,,True,tanserin effectively blocks 5-HT2A activation. ( A ) Pretreatment with ketanserin (2 mg/kg) 60 min prior to psilocybin (
hesselgrave2021,7,psilocybin,psychedelic,1 mg/kg,,True,tanserin effectively blocks 5-HT2A activation. ( A ) Pretreatment with ketanserin (2 mg/kg) 60 min prior to psilocybin (
hesselgrave2021,8,psilocybin,psychedelic,10 mg/kg,,True,"ead twitching mice found no difference between groups ( P = 0.7717). ( C ) In a separate cohort of animals, psilocybin ("
hesselgrave2021,9,psilocybin,psychedelic,2 mg/kg,,True,k effect around 15 to 25 min following psilocybin injection. This effect was inhibited by pretreatment with ketanserin (
hesselgrave2021,9,ketanserin,antagonist,2 mg/kg,,True,k effect around 15 to 25 min following psilocybin injection. This effect was inhibited by pretreatment with ketanserin (
